,PROPERTY VALUE,ONTOLOGY TERM LABEL(S),ONTOLOGY TERM(S),ONTOLOGY(S),SOURCE(S),ontology_uri
1792,Wild vitis virus 1,Wild vitis virus 1,NCBITaxon_2025352,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2025352
1793,Wisteria vein mosaic virus,Wisteria vein mosaic virus,NCBITaxon_201862,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_201862
1794,Xanthomonas axonopodis pv. poinsettiicola,Xanthomonas axonopodis pv. poinsettiicola,NCBITaxon_375353,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_375353
1795,Xanthomonas axonopodis pv. vasculorum,Xanthomonas axonopodis pv. vasculorum,NCBITaxon_325777,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_325777
1796,Xanthomonas campestris pv. sesami,Xanthomonas campestris pv. campestris,NCBITaxon_340,http://purl.obolibrary.org/obo/,http://www.ebi.ac.uk/efo/efo.owl,http://purl.obolibrary.org/obo/NCBITaxon_340
1797,Xanthomonas citri pv. punicae,Xanthomonas citri pv. punicae,NCBITaxon_487838,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_487838
1798,Xanthomonas cucurbitae,Xanthomonas cucurbitae,NCBITaxon_56453,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_56453
1799,Xanthomonas dyei pv. eucalypti,Xanthomonas dyei pv. eucalypti,NCBITaxon_487864,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_487864
1800,Xanthomonas dyei pv. laureliae,Xanthomonas dyei pv. laureliae,NCBITaxon_487872,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_487872
1801,Xanthomonas euroxanthea,Xanthomonas euroxanthea,NCBITaxon_2259622,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2259622
1802,Xanthomonas euvesicatoria pv. allii,Xanthomonas euvesicatoria pv. allii,NCBITaxon_207721,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_207721
1803,Xanthomonas euvesicatoria pv. euvesicatoria,Xanthomonas euvesicatoria pv. euvesicatoria,NCBITaxon_2753541,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2753541
1804,Xanthomonas phaseoli pv. dieffenbachiae,Xanthomonas phaseoli pv. dieffenbachiae,NCBITaxon_92828,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_92828
1805,Xanthomonas prunicola,Xanthomonas prunicola,NCBITaxon_2053930,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2053930
1806,Xanthomonas translucens pv. translucens,Xanthomonas translucens pv. translucens,NCBITaxon_134875,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_134875
1807,Xanthomonas translucens pv. undulosa,Xanthomonas translucens pv. undulosa,NCBITaxon_487909,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_487909
1808,Xanthomonas vasicola pv. musacearum,Xanthomonas vasicola pv. musacearum,NCBITaxon_454958,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_454958
1809,Xanthomonas vasicola pv. vasculorum,Xanthomonas vasicola pv. vasculorum,NCBITaxon_325776,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_325776
1810,Xenodidymella iranica,Xenodidymella iranica,NCBITaxon_2969856,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2969856
1811,Xenorhabdus indica,Xenorhabdus indica,NCBITaxon_333964,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_333964
1812,Xiphinema azarbaijanense,Xiphinema azarbaijanense,NCBITaxon_2589858,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2589858
1813,Xiphinema barooghii,Xiphinema barooghii,NCBITaxon_2316473,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2316473
1814,Xiphinema basiri,Xiphinema basiri,NCBITaxon_286768,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_286768
1815,Xiphinema chambersi,Xiphinema chambersi,NCBITaxon_208520,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_208520
1816,Xiphinema elongatum,Xiphinema elongatum,NCBITaxon_243736,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_243736
1817,Xiphinema ingens,Xiphinema ingens,NCBITaxon_1544713,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1544713
1818,Xiphinema insigne,Xiphinema insigne,NCBITaxon_266784,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_266784
1819,Xiphinema pini,Xiphinema,NCBITaxon_46002,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_46002
1820,Xiphinema waimungui,Xiphinema,NCBITaxon_46002,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_46002
1821,Xylaria necrophora,Xylaria necrophora,NCBITaxon_2689400,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2689400
1822,Xyleborus affinis,Xyleborus affinis,NCBITaxon_105120,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_105120
1823,Xyleborus glabratus,Xyleborus glabratus,NCBITaxon_889492,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_889492
1824,Xyleborus insidiosus,Xyleborus insidiosus,NCBITaxon_2530411,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2530411
1825,Xyleborus mysticulus,Xyleborus mysticulus,NCBITaxon_2530412,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2530412
1826,Xyleborus pfeili,Xyleborus pfeili,NCBITaxon_124028,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_124028
1827,Xylella taiwanensis,Xylella taiwanensis,NCBITaxon_1444770,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1444770
1828,Xylosandrus compactus,Xylosandrus compactus,NCBITaxon_748742,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_748742
1829,Xylosandrus crassiusculus,Xylosandrus crassiusculus,NCBITaxon_124033,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_124033
1830,Xylotrechus arvicola,Xylotrechus arvicola,NCBITaxon_1971876,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1971876
1831,Xylotrechus chinensis,Xylotrechus chinensis,NCBITaxon_320461,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_320461
1832,Xylotrechus grayii,Xylotrechus grayii,NCBITaxon_1313178,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1313178
1833,Yamatocallis hirayamae,Yamatocallis hirayamae,NCBITaxon_796306,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_796306
1834,Yellow pepper mild mottle virus,Yellow pepper mild mottle virus,NCBITaxon_2792285,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2792285
1835,Yerba mate virus A,Yerba mate virus A,NCBITaxon_2713499,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2713499
1836,Yunnan paris negative-stranded virus,Yunnan Paris negative-stranded virus,NCBITaxon_2836142,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2836142
1837,Zaprionus indianus,Zaprionus indianus,NCBITaxon_76712,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_76712
1838,Zaprionus tuberculatus,Zaprionus tuberculatus,NCBITaxon_7297,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_7297
1839,Zeugodacus scutellatus,Zeugodacus scutellatus,NCBITaxon_86798,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_86798
1840,Zonocerus elegans,Zonocerus elegans,NCBITaxon_58579,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_58579
1841,Zucchini aphid-borne yellows virus,Zucchini aphid-borne yellows virus,NCBITaxon_2527960,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2527960
1842,Zucchini tigre mosaic virus,Zucchini tigre mosaic virus,NCBITaxon_1406816,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1406816
1843,Tick-borne diseases,Tick-Borne Diseases,OMIT_0017664,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0017664
1844,Vector-borne diseases,vector-borne disease,MONDO_0100120,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/covoc.owl,http://purl.obolibrary.org/obo/MONDO_0100120
1845,Adolescents,Adolescent,NCIT_C27954,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C27954
1846,Suicide,Suicide,NCIT_C3394,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C3394
1847,Bovine leukemia virus,Bovine leukemia virus,NCBITaxon_11901,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_11901
1848,Bovine genital campylobacteriosis,campylobacteriosis,DOID_13622,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/hso.owl,http://purl.obolibrary.org/obo/DOID_13622
1849,Pullorum disease,Bifidobacterium pullorum subsp. pullorum,NCBITaxon_2792717,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_2792717
1850,Diethylene glycol,diethylene glycol,CHEBI_46807,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_46807
1851,Cyanogen chloride,Cyanogen Chloride,NCIT_C163643,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C163643
1852,Flame retardants,Flame Retardants,OMIT_0006622,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0006622
1853,Osmium tetroxide,Osmium Tetroxide,NCIT_C163683,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C163683
1854,Osmium tetroxide,Osmium Tetroxide,OMIT_0010999,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0010999
1855,Osmium tetroxide,osmium tetroxide,CHEBI_88215,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_88215
1856,Phosphorus Trichloride,phosphorus trichloride,CHEBI_30334,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_30334
1857,Potassium cyanide,potassium cyanide,CHEBI_33191,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_33191
1858,Sodium Cyanide,sodium cyanide,CHEBI_33192,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_33192
1859,Sulfuric acid,sulfuric acid,CHEBI_26836,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_26836
1860,Sulphur Dioxide,food allergen labelling about sulphur dioxide and sulphites,FOODON_03510225,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/foodon.owl,http://purl.obolibrary.org/obo/FOODON_03510225
1861,Bromobenzyl cyanide,Accidental poisoning caused by bromobenzyl cyanide (disorder),216860000,http://snomed.info/id/,http://snomed.info/sct/900000000000207008,http://snomed.info/id/216860000
1862,Heavy Metals EFSA,"Metals, Heavy",OMIT_0019292,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0019292
1863,Phosphorus-32,phosphorus atom,CHEBI_28659,http://purl.obolibrary.org/obo/,https://www.ebi.ac.uk/gxa,http://purl.obolibrary.org/obo/CHEBI_28659
1864,Plutonium-238,Plutonium-238 Alpha Particle Radiation,NCIT_C129642,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C129642
1865,Plutonium-238,Plutonium-238 (substance),57601008,http://snomed.info/id/,http://snomed.info/sct/900000000000207008,http://snomed.info/id/57601008
1866,Plutonium-239,Plutonium-239,NCIT_C29774,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C29774
1867,Polonium-210,polonium-210 atom,CHEBI_37340,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_37340
1868,Promethium-147,promethium atom,CHEBI_33373,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_33373
1869,Radium-226,Radium-226,CHEBI_80504,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_80504
1870,Selenium-75,selenium atom,CHEBI_27568,http://purl.obolibrary.org/obo/,https://www.ebi.ac.uk/gxa,http://purl.obolibrary.org/obo/CHEBI_27568
1871,Strontium-90,Strontium Sr-90,NCIT_C29776,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C29776
1872,Strontium-90,Strontium-90 Beta Radiation,NCIT_C141343,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C141343
1873,VX agent,VX nerve agent,CHEBI_136185,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_136185
1874,Bartonella Henselae,Bartonella henselae,NCBITaxon_38323,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_38323
1875,Haemophilus Ducreyi,Haemophilus ducreyi,OMIT_0007366,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/omit.owl,http://purl.obolibrary.org/obo/OMIT_0007366
1876,Haemorrhagic Syndrome,Haemorrhagic kidney syndrome virus,NCBITaxon_68912,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_68912
1877,Haemorrhagic Syndrome,hemorrhagic gastroenteritis,SYMP_0000036,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/symp.owl,http://purl.obolibrary.org/obo/SYMP_0000036
1878,Hajj Pilgrimage,,nan,,,
1879,Hendra Virus,Hendra Virus,NCIT_C112289,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncit.owl,http://purl.obolibrary.org/obo/NCIT_C112289
1880,Murray Valley Encephalitis Virus,Murray Valley encephalitis virus,NCBITaxon_11079,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_11079
1881,Schmallenberg Virus,Schmallenberg virus,NCBITaxon_1133363,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_1133363
1882,Scrub Typhus,scrub typhus,DOID_13371,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/doid.owl,http://purl.obolibrary.org/obo/DOID_13371
1883,Usutu Virus,Usutu virus,NCBITaxon_64286,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/ncbitaxon.owl,http://purl.obolibrary.org/obo/NCBITaxon_64286
1884,Hydrogen Cyanide,hydrogen cyanide,CHEBI_18407,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_18407
1885,Thionyl Chloride,thionyl chloride,CHEBI_29290,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_29290
1886,Butyl isocyanate,n-butyl isocyanate,CHEBI_136519,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_136519
1887,Carbon Disulfide,carbon disulfide,CHEBI_23012,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_23012
1888,Chlorine Dioxide,chlorine dioxide,CHEBI_52357,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_52357
1889,Dimethyl Sulfide,dimethyl sulfide,CHEBI_17437,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_17437
1890,Hydrogen fluoride,hydrogen fluoride,CHEBI_29228,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_29228
1891,Methyl Formate,methyl formate,CHEBI_77699,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_77699
1892,Peracetic Acid,peracetic acid,CHEBI_42530,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_42530
1893,Vinylidene Chloride,Vinylidene chloride-vinyl chloride copolymer,CHEBI_82130,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/chebi.owl,http://purl.obolibrary.org/obo/CHEBI_82130
1894,Screw worm,screw worm infectious disease,DOID_12927,http://purl.obolibrary.org/obo/,http://purl.obolibrary.org/obo/doid.owl,http://purl.obolibrary.org/obo/DOID_12927
1895,Bovine Tuberculosis,"Tuberculosis, Bovine",EFO_1001441,http://www.ebi.ac.uk/efo/,http://www.ebi.ac.uk/efo/efo.owl,http://www.ebi.ac.uk/efo/EFO_1001441
1896,Chemical accidents,chemical incident,chemical_incident,https://bio.scai.fraunhofer.de/ontology/WHOdisaster,https://bio.scai.fraunhofer.de/ontology/WHOdisaster,https://bio.scai.fraunhofer.de/ontology/WHOdisaster#chemical_incident
1897,Wildfires,wildfire,ENVO_01000787,http://purl.obolibrary.org/obo/,https://bio.scai.fraunhofer.de/ontology/WHOdisaster,http://purl.obolibrary.org/obo/ENVO_01000787
1898,Heat wave,heat wave,heat_wave,https://bio.scai.fraunhofer.de/ontology/WHOdisaster,https://bio.scai.fraunhofer.de/ontology/WHOdisaster,https://bio.scai.fraunhofer.de/ontology/WHOdisaster#heat_wave
1899,Drought,drought,ENVO_1000745,http://purl.obolibrary.org/obo/,https://bio.scai.fraunhofer.de/ontology/WHOdisaster,http://purl.obolibrary.org/obo/ENVO_1000745
1901,Natural Disasters,natural disaster,natural_disaster,https://bio.scai.fraunhofer.de/ontology/WHOdisaster#,https://bio.scai.fraunhofer.de/ontology/WHOdisaster,https://bio.scai.fraunhofer.de/ontology/WHOdisaster#natural_disaster
1904,water conflict,water conflict,water_conflict,https://bio.scai.fraunhofer.de/ontology/WHOdisaster#,https://bio.scai.fraunhofer.de/ontology/WHOdisaster,https://bio.scai.fraunhofer.de/ontology/WHOdisaster#water_conflict
1906,Floods,flood,ENVO_01000710,http://purl.obolibrary.org/obo/,https://bio.scai.fraunhofer.de/ontology/WHOdisaster,http://purl.obolibrary.org/obo/ENVO_01000710
